elapsed_s,elapsed_h,utc,adc_mv,uptime_s,gauge_mv,gauge_pct
71364,19.8236,2026-08-18T21:24:13.452000Z,3464,83638,3502,1.0
71394,19.8319,2026-08-18T21:24:43.451000Z,3464,83668,3503,1.0
71424,19.8403,2026-08-18T21:25:13.451000Z,3464,83698,3501,1.0
71454,19.8486,2026-08-18T21:25:43.452000Z,3464,83728,3501,1.0
71484,19.8569,2026-08-18T21:26:13.452000Z,3464,83758,3503,1.0
71514,19.8653,2026-08-18T21:26:43.452000Z,3464,83788,3500,1.0
71544,19.8736,2026-08-18T21:27:13.452000Z,3464,83818,3500,1.0
71574,19.8819,2026-08-18T21:27:43.453000Z,3464,83848,3501,1.0
71604,19.8903,2026-08-18T21:28:13.453000Z,3464,83878,3498,1.0
71634,19.8986,2026-08-18T21:28:43.453000Z,3464,83908,3498,1.0
71664,19.9069,2026-08-18T21:29:13.453000Z,3464,83938,3500,1.0
71694,19.9153,2026-08-18T21:29:43.453000Z,3464,83968,3500,1.0
71724,19.9236,2026-08-18T21:30:13.454000Z,3459,83998,3500,1.0
71754,19.9319,2026-08-18T21:30:43.454000Z,3464,84028,3498,1.0
71784,19.9403,2026-08-18T21:31:13.454000Z,3459,84058,3500,1.0
71814,19.9486,2026-08-18T21:31:43.455000Z,3464,84088,3500,1.0
71844,19.9569,2026-08-18T21:32:13.455000Z,3459,84118,3500,1.0
71874,19.9653,2026-08-18T21:32:43.455000Z,3459,84148,3500,1.0
71904,19.9736,2026-08-18T21:33:13.455000Z,3459,84178,3500,1.0
71934,19.9819,2026-08-18T21:33:43.455000Z,3459,84208,3497,1.0
71964,19.9903,2026-08-18T21:34:13.455000Z,3459,84238,3498,1.0
71994,19.9986,2026-08-18T21:34:43.456000Z,3459,84268,3498,1.0
72024,20.0069,2026-08-18T21:35:13.456000Z,3459,84298,3496,1.0
72054,20.0153,2026-08-18T21:35:43.456000Z,3459,84328,3498,0.9
72084,20.0236,2026-08-18T21:36:13.456000Z,3459,84358,3498,0.9
72114,20.0319,2026-08-18T21:36:43.456000Z,3459,84388,3496,0.9
72144,20.0403,2026-08-18T21:37:13.457000Z,3459,84418,3497,0.9
72174,20.0486,2026-08-18T21:37:43.457000Z,3459,84448,3497,0.9
72204,20.0569,2026-08-18T21:38:13.457000Z,3454,84478,3496,0.9
72234,20.0653,2026-08-18T21:38:43.457000Z,3459,84508,3496,0.9
72264,20.0736,2026-08-18T21:39:13.457000Z,3459,84538,3496,0.9
72294,20.0819,2026-08-18T21:39:43.458000Z,3459,84568,3496,0.9
72324,20.0903,2026-08-18T21:40:13.458000Z,3454,84598,3492,0.9
72354,20.0986,2026-08-18T21:40:43.458000Z,3459,84628,3492,0.9
72384,20.1069,2026-08-18T21:41:13.458000Z,3459,84658,3493,0.9
72414,20.1153,2026-08-18T21:41:43.458000Z,3454,84688,3491,0.9
72444,20.1236,2026-08-18T21:42:13.459000Z,3454,84718,3491,0.9
72474,20.1319,2026-08-18T21:42:43.459000Z,3454,84748,3493,0.9
72504,20.1403,2026-08-18T21:43:13.459000Z,3454,84778,3495,0.9
72534,20.1486,2026-08-18T21:43:43.459000Z,3454,84808,3495,0.9
72564,20.1569,2026-08-18T21:44:13.460000Z,3454,84838,3493,0.9
72594,20.1653,2026-08-18T21:44:43.460000Z,3454,84868,3492,0.9
72624,20.1736,2026-08-18T21:45:13.460000Z,3454,84898,3492,0.9
72654,20.1819,2026-08-18T21:45:43.460000Z,3454,84928,3492,0.9
72687,20.1910,2026-08-18T21:46:16.236000Z,3454,84961,3492,0.9
72717,20.1994,2026-08-18T21:46:46.236000Z,3449,84991,3492,0.9
72747,20.2077,2026-08-18T21:47:16.236000Z,3454,85021,3492,0.9
72777,20.2160,2026-08-18T21:47:46.236000Z,3449,85051,3490,0.9
72807,20.2244,2026-08-18T21:48:16.236000Z,3449,85081,3490,0.9
72841,20.2337,2026-08-18T21:48:49.948000Z,3449,85115,3487,0.9
72871,20.2421,2026-08-18T21:49:19.948000Z,3449,85145,3491,0.9
72901,20.2504,2026-08-18T21:49:49.949000Z,3449,85175,3491,0.9
72931,20.2587,2026-08-18T21:50:19.949000Z,3449,85205,3490,0.8
72961,20.2671,2026-08-18T21:50:49.949000Z,3449,85235,3488,0.8
72991,20.2754,2026-08-18T21:51:19.949000Z,3454,85265,3488,0.8
73021,20.2837,2026-08-18T21:51:49.950000Z,3449,85295,3488,0.8
73051,20.2921,2026-08-18T21:52:19.950000Z,3449,85325,3486,0.8
73081,20.3004,2026-08-18T21:52:49.950000Z,3449,85355,3486,0.8
73111,20.3087,2026-08-18T21:53:19.950000Z,3449,85385,3488,0.8
73141,20.3171,2026-08-18T21:53:49.950000Z,3449,85415,3487,0.8
73171,20.3254,2026-08-18T21:54:19.950000Z,3444,85445,3487,0.8
73201,20.3337,2026-08-18T21:54:49.950000Z,3449,85475,3488,0.8
73231,20.3421,2026-08-18T21:55:19.950000Z,3449,85505,3486,0.8
73261,20.3504,2026-08-18T21:55:49.951000Z,3444,85535,3486,0.8
73291,20.3587,2026-08-18T21:56:19.951000Z,3444,85565,3487,0.8
73321,20.3671,2026-08-18T21:56:49.951000Z,3449,85595,3486,0.8
73351,20.3754,2026-08-18T21:57:19.951000Z,3449,85625,3486,0.8
73381,20.3837,2026-08-18T21:57:49.952000Z,3444,85655,3485,0.8
73411,20.3921,2026-08-18T21:58:19.952000Z,3444,85685,3485,0.8
73441,20.4004,2026-08-18T21:58:49.952000Z,3444,85715,3485,0.8
73471,20.4087,2026-08-18T21:59:19.952000Z,3449,85745,3485,0.8
73501,20.4171,2026-08-18T21:59:49.953000Z,3444,85775,3485,0.8
73531,20.4254,2026-08-18T22:00:19.953000Z,3444,85805,3485,0.8
73561,20.4337,2026-08-18T22:00:49.953000Z,3444,85835,3483,0.8
73591,20.4421,2026-08-18T22:01:19.953000Z,3444,85865,3482,0.8
73621,20.4504,2026-08-18T22:01:49.953000Z,3444,85895,3482,0.8
73651,20.4587,2026-08-18T22:02:19.954000Z,3444,85925,3483,0.8
73681,20.4671,2026-08-18T22:02:49.954000Z,3444,85955,3482,0.8
73711,20.4754,2026-08-18T22:03:19.954000Z,3444,85985,3482,0.8
73741,20.4837,2026-08-18T22:03:49.954000Z,3444,86015,3482,0.8
73771,20.4921,2026-08-18T22:04:19.955000Z,3444,86045,3481,0.7
73801,20.5004,2026-08-18T22:04:49.955000Z,3444,86075,3481,0.7
73831,20.5087,2026-08-18T22:05:19.955000Z,3444,86105,3481,0.7
73861,20.5171,2026-08-18T22:05:49.955000Z,3444,86135,3480,0.7
73891,20.5254,2026-08-18T22:06:19.955000Z,3439,86165,3480,0.7
73921,20.5337,2026-08-18T22:06:49.955000Z,3439,86195,3481,0.7
73951,20.5421,2026-08-18T22:07:19.956000Z,3439,86225,3480,0.7
73981,20.5504,2026-08-18T22:07:49.956000Z,3444,86255,3480,0.7
74011,20.5587,2026-08-18T22:08:19.956000Z,3439,86285,3478,0.7
74041,20.5671,2026-08-18T22:08:49.956000Z,3444,86315,3481,0.7
74071,20.5754,2026-08-18T22:09:19.956000Z,3444,86345,3481,0.7
74101,20.5837,2026-08-18T22:09:49.957000Z,3444,86375,3477,0.7
74131,20.5921,2026-08-18T22:10:19.957000Z,3444,86405,3478,0.7
74161,20.6004,2026-08-18T22:10:49.957000Z,3444,86435,3478,0.7
74191,20.6087,2026-08-18T22:11:19.957000Z,3444,86465,3478,0.7
74221,20.6171,2026-08-18T22:11:49.957000Z,3444,86495,3477,0.7
74251,20.6254,2026-08-18T22:12:19.958000Z,3444,86525,3477,0.7
74281,20.6337,2026-08-18T22:12:49.958000Z,3444,86555,3477,0.7
74311,20.6421,2026-08-18T22:13:19.958000Z,3444,86585,3477,0.7
74341,20.6504,2026-08-18T22:13:49.958000Z,3439,86615,3477,0.7
74371,20.6587,2026-08-18T22:14:19.958000Z,3444,86645,3476,0.7
74401,20.6671,2026-08-18T22:14:49.958000Z,3444,86675,3476,0.7
74431,20.6754,2026-08-18T22:15:19.959000Z,3444,86705,3476,0.7
74461,20.6837,2026-08-18T22:15:49.959000Z,3444,86735,3475,0.7
74491,20.6921,2026-08-18T22:16:19.959000Z,3444,86765,3475,0.7
74521,20.7004,2026-08-18T22:16:49.959000Z,3439,86795,3475,0.7
74551,20.7087,2026-08-18T22:17:19.959000Z,3439,86825,3473,0.6
74581,20.7171,2026-08-18T22:17:49.960000Z,3444,86855,3473,0.6
74611,20.7254,2026-08-18T22:18:19.960000Z,3439,86885,3473,0.6
74641,20.7337,2026-08-18T22:18:49.960000Z,3439,86915,3473,0.6
74671,20.7421,2026-08-18T22:19:19.960000Z,3439,86945,3472,0.6
74701,20.7504,2026-08-18T22:19:49.960000Z,3439,86975,3472,0.6
74731,20.7587,2026-08-18T22:20:19.960000Z,3439,87005,3473,0.6
74761,20.7671,2026-08-18T22:20:49.961000Z,3439,87035,3472,0.6
74791,20.7754,2026-08-18T22:21:19.961000Z,3434,87065,3472,0.6
74821,20.7837,2026-08-18T22:21:49.961000Z,3439,87095,3471,0.6
74851,20.7921,2026-08-18T22:22:19.961000Z,3439,87125,3470,0.6
74881,20.8004,2026-08-18T22:22:49.961000Z,3439,87155,3470,0.6
74911,20.8087,2026-08-18T22:23:19.962000Z,3439,87185,3471,0.6
74941,20.8171,2026-08-18T22:23:49.962000Z,3439,87215,3470,0.6
74971,20.8254,2026-08-18T22:24:19.962000Z,3439,87245,3470,0.6
75001,20.8337,2026-08-18T22:24:49.962000Z,3434,87275,3467,0.6
75031,20.8421,2026-08-18T22:25:19.962000Z,3434,87305,3468,0.6
75061,20.8504,2026-08-18T22:25:49.962000Z,3434,87335,3468,0.6
75091,20.8587,2026-08-18T22:26:19.962000Z,3434,87365,3468,0.6
75121,20.8671,2026-08-18T22:26:49.963000Z,3434,87395,3467,0.6
75151,20.8754,2026-08-18T22:27:19.963000Z,3434,87425,3467,0.6
75181,20.8837,2026-08-18T22:27:49.963000Z,3434,87455,3466,0.6
75211,20.8921,2026-08-18T22:28:19.963000Z,3434,87485,3466,0.6
75241,20.9004,2026-08-18T22:28:49.964000Z,3434,87515,3466,0.5
75271,20.9087,2026-08-18T22:29:19.963000Z,3434,87545,3466,0.5
75301,20.9171,2026-08-18T22:29:49.964000Z,3430,87575,3468,0.5
75331,20.9254,2026-08-18T22:30:19.964000Z,3434,87605,3468,0.5
75361,20.9337,2026-08-18T22:30:49.964000Z,3434,87635,3465,0.5
75391,20.9421,2026-08-18T22:31:19.964000Z,3434,87665,3466,0.5
75421,20.9504,2026-08-18T22:31:49.964000Z,3430,87695,3466,0.5
75451,20.9587,2026-08-18T22:32:19.965000Z,3430,87725,3466,0.5
75481,20.9671,2026-08-18T22:32:49.965000Z,3430,87755,3466,0.5
75511,20.9754,2026-08-18T22:33:19.965000Z,3434,87785,3466,0.5
75541,20.9837,2026-08-18T22:33:49.965000Z,3430,87815,3465,0.5
75571,20.9921,2026-08-18T22:34:19.965000Z,3430,87845,3462,0.5
75601,21.0004,2026-08-18T22:34:49.966000Z,3430,87875,3462,0.5
75631,21.0087,2026-08-18T22:35:19.966000Z,3430,87905,3463,0.5
75661,21.0171,2026-08-18T22:35:49.966000Z,3430,87935,3462,0.5
75691,21.0254,2026-08-18T22:36:19.966000Z,3430,87965,3462,0.5
75721,21.0337,2026-08-18T22:36:49.966000Z,3425,87995,3461,0.5
75751,21.0421,2026-08-18T22:37:19.966000Z,3425,88025,3463,0.5
75781,21.0504,2026-08-18T22:37:49.966000Z,3425,88055,3463,0.5
75811,21.0587,2026-08-18T22:38:19.967000Z,3425,88085,3461,0.5
75841,21.0671,2026-08-18T22:38:49.967000Z,3425,88115,3462,0.5
75871,21.0754,2026-08-18T22:39:19.967000Z,3425,88145,3462,0.5
75901,21.0837,2026-08-18T22:39:49.967000Z,3425,88175,3461,0.5
75931,21.0921,2026-08-18T22:40:19.968000Z,3425,88205,3461,0.5
75961,21.1004,2026-08-18T22:40:49.968000Z,3425,88235,3461,0.5
75991,21.1087,2026-08-18T22:41:19.968000Z,3425,88265,3460,0.5
76021,21.1171,2026-08-18T22:41:49.968000Z,3425,88295,3458,0.5
76051,21.1254,2026-08-18T22:42:19.968000Z,3425,88325,3458,0.4
76081,21.1337,2026-08-18T22:42:49.968000Z,3425,88355,3458,0.4
76111,21.1421,2026-08-18T22:43:19.968000Z,3425,88385,3458,0.4
76141,21.1504,2026-08-18T22:43:49.968000Z,3425,88415,3458,0.4
76171,21.1587,2026-08-18T22:44:19.969000Z,3425,88445,3457,0.4
76201,21.1671,2026-08-18T22:44:49.969000Z,3425,88475,3457,0.4
76231,21.1754,2026-08-18T22:45:19.969000Z,3425,88505,3457,0.4
76261,21.1837,2026-08-18T22:45:49.969000Z,3420,88535,3456,0.4
76291,21.1921,2026-08-18T22:46:19.969000Z,3420,88565,3456,0.4
76321,21.2004,2026-08-18T22:46:49.970000Z,3420,88595,3456,0.4
76351,21.2087,2026-08-18T22:47:19.970000Z,3420,88625,3456,0.4
76381,21.2171,2026-08-18T22:47:49.970000Z,3420,88655,3456,0.4
76411,21.2254,2026-08-18T22:48:19.970000Z,3420,88685,3456,0.4
76441,21.2337,2026-08-18T22:48:49.970000Z,3420,88715,3455,0.4
76471,21.2421,2026-08-18T22:49:19.971000Z,3420,88745,3455,0.4
76501,21.2504,2026-08-18T22:49:49.971000Z,3420,88775,3455,0.4
76531,21.2587,2026-08-18T22:50:19.971000Z,3420,88805,3455,0.4
76561,21.2671,2026-08-18T22:50:49.971000Z,3420,88835,3453,0.4
76591,21.2754,2026-08-18T22:51:19.971000Z,3420,88865,3453,0.4
76621,21.2837,2026-08-18T22:51:49.971000Z,3420,88895,3453,0.4
76651,21.2921,2026-08-18T22:52:19.971000Z,3420,88925,3453,0.4
76681,21.3004,2026-08-18T22:52:49.972000Z,3415,88955,3453,0.4
76711,21.3087,2026-08-18T22:53:19.972000Z,3420,88985,3452,0.4
76741,21.3171,2026-08-18T22:53:49.972000Z,3420,89015,3451,0.4
76771,21.3254,2026-08-18T22:54:19.972000Z,3415,89045,3451,0.3
76801,21.3337,2026-08-18T22:54:49.972000Z,3415,89075,3451,0.3
76831,21.3421,2026-08-18T22:55:19.972000Z,3415,89105,3448,0.3
76861,21.3504,2026-08-18T22:55:49.973000Z,3415,89135,3448,0.3
76891,21.3587,2026-08-18T22:56:19.973000Z,3415,89165,3451,0.3
76921,21.3671,2026-08-18T22:56:49.973000Z,3415,89195,3450,0.3
76951,21.3754,2026-08-18T22:57:19.973000Z,3415,89225,3450,0.3
76981,21.3837,2026-08-18T22:57:49.973000Z,3415,89255,3448,0.3
77011,21.3921,2026-08-18T22:58:19.974000Z,3415,89285,3447,0.3
77041,21.4004,2026-08-18T22:58:49.974000Z,3415,89315,3447,0.3
77071,21.4087,2026-08-18T22:59:19.974000Z,3415,89345,3446,0.3
77101,21.4171,2026-08-18T22:59:49.974000Z,3415,89375,3447,0.3
77131,21.4254,2026-08-18T23:00:19.974000Z,3415,89405,3447,0.3
77161,21.4337,2026-08-18T23:00:49.974000Z,3415,89435,3448,0.3
77191,21.4421,2026-08-18T23:01:19.975000Z,3415,89465,3445,0.3
77221,21.4504,2026-08-18T23:01:49.975000Z,3415,89495,3445,0.3
77251,21.4587,2026-08-18T23:02:19.974000Z,3410,89525,3445,0.3
77281,21.4671,2026-08-18T23:02:49.975000Z,3415,89555,3445,0.3
77311,21.4754,2026-08-18T23:03:19.975000Z,3410,89585,3445,0.3
77341,21.4837,2026-08-18T23:03:49.975000Z,3410,89615,3443,0.3
77371,21.4921,2026-08-18T23:04:19.975000Z,3410,89645,3445,0.3
77401,21.5004,2026-08-18T23:04:49.976000Z,3410,89675,3445,0.2
77431,21.5087,2026-08-18T23:05:19.976000Z,3405,89705,3445,0.2
77461,21.5171,2026-08-18T23:05:49.976000Z,3410,89735,3442,0.2
77491,21.5254,2026-08-18T23:06:19.976000Z,3410,89765,3442,0.2
77521,21.5337,2026-08-18T23:06:49.976000Z,3410,89795,3442,0.2
77551,21.5421,2026-08-18T23:07:19.977000Z,3405,89825,3442,0.2
77581,21.5504,2026-08-18T23:07:49.977000Z,3405,89855,3442,0.2
77611,21.5587,2026-08-18T23:08:19.978000Z,3400,89885,3441,0.2
77641,21.5671,2026-08-18T23:08:49.977000Z,3400,89915,3441,0.2
77671,21.5754,2026-08-18T23:09:19.977000Z,3400,89945,,
