elapsed_s,elapsed_h,utc,adc_mv,uptime_s,gauge_mv,gauge_pct
10746,2.9851,2026-08-18T04:33:54.978000Z,3929,23022,3951,72.7
10776,2.9935,2026-08-18T04:34:24.977000Z,3929,23052,3950,72.5
10806,3.0018,2026-08-18T04:34:54.978000Z,3929,23082,3950,72.5
10836,3.0101,2026-08-18T04:35:24.978000Z,3929,23112,3948,72.5
10866,3.0185,2026-08-18T04:35:54.979000Z,3929,23142,3946,72.4
10896,3.0268,2026-08-18T04:36:24.979000Z,3929,23172,3946,72.4
10926,3.0351,2026-08-18T04:36:54.978000Z,3924,23202,3946,72.4
10956,3.0435,2026-08-18T04:37:24.979000Z,3929,23232,3947,72.2
10986,3.0518,2026-08-18T04:37:54.979000Z,3924,23262,3947,72.2
11016,3.0601,2026-08-18T04:38:24.979000Z,3924,23292,3947,72.2
11046,3.0685,2026-08-18T04:38:54.979000Z,3924,23322,3940,72.2
11076,3.0768,2026-08-18T04:39:24.980000Z,3924,23352,3940,72.0
11106,3.0851,2026-08-18T04:39:54.980000Z,3924,23382,3945,72.0
11136,3.0935,2026-08-18T04:40:24.980000Z,3924,23412,3945,71.9
11166,3.1018,2026-08-18T04:40:54.980000Z,3924,23442,3945,71.9
11196,3.1101,2026-08-18T04:41:24.980000Z,3924,23472,3945,71.9
11226,3.1185,2026-08-18T04:41:54.981000Z,3924,23502,3938,71.9
11256,3.1268,2026-08-18T04:42:24.981000Z,3924,23532,3938,71.7
11286,3.1351,2026-08-18T04:42:54.981000Z,3924,23562,3943,71.7
11316,3.1435,2026-08-18T04:43:24.980000Z,3924,23592,3943,71.7
11346,3.1518,2026-08-18T04:43:54.981000Z,3924,23622,3943,71.5
11376,3.1601,2026-08-18T04:44:24.981000Z,3924,23652,3942,71.5
11406,3.1685,2026-08-18T04:44:54.982000Z,3924,23682,3941,71.5
11436,3.1768,2026-08-18T04:45:24.982000Z,3920,23712,3941,71.4
11466,3.1851,2026-08-18T04:45:54.982000Z,3920,23742,3943,71.4
11496,3.1935,2026-08-18T04:46:24.982000Z,3924,23772,3941,71.4
11526,3.2018,2026-08-18T04:46:54.982000Z,3920,23802,3941,71.4
11556,3.2101,2026-08-18T04:47:24.982000Z,3920,23832,3941,71.2
11586,3.2185,2026-08-18T04:47:54.982000Z,3920,23862,3941,71.2
11616,3.2268,2026-08-18T04:48:24.983000Z,3920,23892,3941,71.2
11646,3.2351,2026-08-18T04:48:54.983000Z,3920,23922,3938,71.1
11676,3.2435,2026-08-18T04:49:24.983000Z,3920,23952,3938,71.1
11706,3.2518,2026-08-18T04:49:54.983000Z,3920,23982,3938,71.1
11736,3.2601,2026-08-18T04:50:24.983000Z,3920,24012,3938,70.9
11766,3.2685,2026-08-18T04:50:54.984000Z,3920,24042,3938,70.9
11796,3.2768,2026-08-18T04:51:24.983000Z,3920,24072,3938,70.9
11826,3.2851,2026-08-18T04:51:54.984000Z,3920,24102,3937,70.9
11856,3.2935,2026-08-18T04:52:24.984000Z,3905,24132,3931,70.7
11886,3.3018,2026-08-18T04:52:54.984000Z,3910,24162,3931,70.7
11916,3.3101,2026-08-18T04:53:24.984000Z,3910,24192,3936,70.7
11946,3.3185,2026-08-18T04:53:54.985000Z,3915,24222,3936,70.6
11976,3.3268,2026-08-18T04:54:24.985000Z,3910,24252,3936,70.6
12006,3.3351,2026-08-18T04:54:54.985000Z,3910,24282,3935,70.6
12036,3.3435,2026-08-18T04:55:24.985000Z,3915,24312,3933,70.4
12066,3.3518,2026-08-18T04:55:54.985000Z,3910,24342,3933,70.4
12096,3.3601,2026-08-18T04:56:24.986000Z,3910,24372,3932,70.4
12126,3.3685,2026-08-18T04:56:54.986000Z,3910,24402,3932,70.4
12156,3.3768,2026-08-18T04:57:24.986000Z,3905,24432,3932,70.2
12186,3.3851,2026-08-18T04:57:54.986000Z,3910,24462,3932,70.2
12216,3.3935,2026-08-18T04:58:24.986000Z,3910,24492,3933,70.2
12246,3.4018,2026-08-18T04:58:54.986000Z,3905,24522,3932,70.1
12276,3.4101,2026-08-18T04:59:24.987000Z,3905,24552,3932,70.1
12306,3.4185,2026-08-18T04:59:54.987000Z,3905,24582,3931,70.1
12336,3.4268,2026-08-18T05:00:24.987000Z,3905,24612,3926,70.1
12366,3.4351,2026-08-18T05:00:54.987000Z,3900,24642,3926,69.9
12396,3.4435,2026-08-18T05:01:24.986000Z,3905,24672,3930,69.9
12426,3.4518,2026-08-18T05:01:54.987000Z,3905,24702,3928,69.9
12456,3.4601,2026-08-18T05:02:24.988000Z,3905,24732,3928,69.7
12486,3.4685,2026-08-18T05:02:54.987000Z,3905,24762,3930,69.7
12516,3.4768,2026-08-18T05:03:24.988000Z,3905,24792,3928,69.7
12546,3.4851,2026-08-18T05:03:54.989000Z,3905,24822,3928,69.6
12576,3.4935,2026-08-18T05:04:24.988000Z,3905,24852,3927,69.6
12606,3.5018,2026-08-18T05:04:54.988000Z,3900,24882,3927,69.6
12636,3.5101,2026-08-18T05:05:24.988000Z,3905,24912,3927,69.6
12666,3.5185,2026-08-18T05:05:54.989000Z,3900,24942,3926,69.4
12696,3.5268,2026-08-18T05:06:24.989000Z,3895,24972,3921,69.4
12726,3.5351,2026-08-18T05:06:54.989000Z,3905,25002,3921,69.4
12756,3.5435,2026-08-18T05:07:24.989000Z,3905,25032,3925,69.2
12786,3.5518,2026-08-18T05:07:54.989000Z,3900,25062,3926,69.2
12816,3.5601,2026-08-18T05:08:24.989000Z,3900,25092,3926,69.2
12846,3.5685,2026-08-18T05:08:54.990000Z,3900,25122,3925,69.1
12876,3.5768,2026-08-18T05:09:24.990000Z,3900,25152,3923,69.1
12906,3.5851,2026-08-18T05:09:54.990000Z,3900,25182,3923,69.1
12936,3.5935,2026-08-18T05:10:24.990000Z,3900,25212,3923,68.9
12966,3.6018,2026-08-18T05:10:54.990000Z,3900,25242,3925,68.9
12996,3.6101,2026-08-18T05:11:24.990000Z,3900,25272,3925,68.9
13026,3.6185,2026-08-18T05:11:54.990000Z,3900,25302,3922,68.9
13056,3.6268,2026-08-18T05:12:24.991000Z,3900,25332,3920,68.8
13086,3.6351,2026-08-18T05:12:54.990000Z,3900,25362,3920,68.8
13116,3.6435,2026-08-18T05:13:24.991000Z,3900,25392,3920,68.8
13146,3.6518,2026-08-18T05:13:54.992000Z,3900,25422,3918,68.6
13176,3.6601,2026-08-18T05:14:24.991000Z,3890,25452,3918,68.6
13206,3.6685,2026-08-18T05:14:54.992000Z,3895,25482,3921,68.6
13236,3.6768,2026-08-18T05:15:24.992000Z,3895,25512,3920,68.4
13266,3.6851,2026-08-18T05:15:54.992000Z,3895,25542,3920,68.4
13296,3.6935,2026-08-18T05:16:24.992000Z,3895,25572,3917,68.4
13326,3.7018,2026-08-18T05:16:54.992000Z,3895,25602,3918,68.4
13356,3.7101,2026-08-18T05:17:24.992000Z,3895,25632,3918,68.3
13386,3.7185,2026-08-18T05:17:54.993000Z,3895,25662,3918,68.3
13416,3.7268,2026-08-18T05:18:24.993000Z,3895,25692,3917,68.3
13446,3.7351,2026-08-18T05:18:54.993000Z,3895,25722,3917,68.1
13476,3.7435,2026-08-18T05:19:24.993000Z,3895,25752,3917,68.1
13506,3.7518,2026-08-18T05:19:54.993000Z,3895,25782,3916,68.1
13536,3.7601,2026-08-18T05:20:24.993000Z,3895,25812,3916,68.0
13566,3.7685,2026-08-18T05:20:54.993000Z,3895,25842,3908,68.0
13596,3.7768,2026-08-18T05:21:24.993000Z,3895,25872,3916,68.0
13626,3.7851,2026-08-18T05:21:54.993000Z,3895,25902,3916,67.8
13656,3.7935,2026-08-18T05:22:24.994000Z,3895,25932,3916,67.8
13686,3.8018,2026-08-18T05:22:54.995000Z,3895,25962,3907,67.8
13716,3.8101,2026-08-18T05:23:24.994000Z,3895,25992,3907,67.7
13746,3.8185,2026-08-18T05:23:54.995000Z,3890,26022,3913,67.7
13776,3.8268,2026-08-18T05:24:24.995000Z,3890,26052,3915,67.7
13806,3.8351,2026-08-18T05:24:54.995000Z,3890,26082,3915,67.5
13836,3.8435,2026-08-18T05:25:24.995000Z,3890,26112,3913,67.5
13866,3.8518,2026-08-18T05:25:54.995000Z,3890,26142,3911,67.5
13896,3.8601,2026-08-18T05:26:24.996000Z,3890,26172,3911,67.4
13926,3.8685,2026-08-18T05:26:54.996000Z,3890,26202,3911,67.4
13956,3.8768,2026-08-18T05:27:24.996000Z,3890,26232,3912,67.4
13986,3.8851,2026-08-18T05:27:54.996000Z,3885,26262,3912,67.3
14016,3.8935,2026-08-18T05:28:24.996000Z,3890,26292,3911,67.3
14046,3.9018,2026-08-18T05:28:54.996000Z,3885,26322,3911,67.3
14076,3.9101,2026-08-18T05:29:24.997000Z,3885,26352,3911,67.3
14106,3.9185,2026-08-18T05:29:54.997000Z,3885,26382,3911,67.1
14136,3.9268,2026-08-18T05:30:24.996000Z,3885,26412,3908,67.1
14166,3.9351,2026-08-18T05:30:54.997000Z,3885,26442,3908,67.1
14196,3.9435,2026-08-18T05:31:24.997000Z,3885,26472,3910,67.0
14226,3.9518,2026-08-18T05:31:54.998000Z,3885,26502,3907,67.0
14256,3.9601,2026-08-18T05:32:24.998000Z,3880,26532,3907,67.0
14286,3.9685,2026-08-18T05:32:54.998000Z,3885,26562,3907,67.0
14316,3.9768,2026-08-18T05:33:24.998000Z,3885,26592,3906,66.8
14346,3.9851,2026-08-18T05:33:54.998000Z,3885,26622,3906,66.8
14376,3.9935,2026-08-18T05:34:24.998000Z,3880,26652,3907,66.8
14406,4.0018,2026-08-18T05:34:54.998000Z,3880,26682,3905,66.7
14436,4.0101,2026-08-18T05:35:24.999000Z,3880,26712,3905,66.7
14466,4.0185,2026-08-18T05:35:54.999000Z,3880,26742,3906,66.7
14496,4.0268,2026-08-18T05:36:24.999000Z,3880,26772,3905,66.7
14526,4.0351,2026-08-18T05:36:54.999000Z,3880,26802,3905,66.5
14556,4.0435,2026-08-18T05:37:24.999000Z,3871,26832,3903,66.5
14586,4.0518,2026-08-18T05:37:54.999000Z,3880,26862,3903,66.5
14616,4.0601,2026-08-18T05:38:25Z,3880,26892,3903,66.4
14646,4.0685,2026-08-18T05:38:55Z,3880,26922,3903,66.4
14676,4.0768,2026-08-18T05:39:24.999000Z,3880,26952,3902,66.4
14706,4.0851,2026-08-18T05:39:55Z,3880,26982,3902,66.4
14736,4.0935,2026-08-18T05:40:25Z,3875,27012,3900,66.2
14766,4.1018,2026-08-18T05:40:55.001000Z,3880,27042,3901,66.2
14796,4.1101,2026-08-18T05:41:25Z,3875,27072,3901,66.2
14826,4.1185,2026-08-18T05:41:55.001000Z,3875,27102,3902,66.1
14856,4.1268,2026-08-18T05:42:25.001000Z,3875,27132,3901,66.1
14886,4.1351,2026-08-18T05:42:55.001000Z,3875,27162,3901,66.1
14916,4.1435,2026-08-18T05:43:25.001000Z,3875,27192,3902,66.0
14946,4.1518,2026-08-18T05:43:55.002000Z,3875,27222,3898,66.0
14976,4.1601,2026-08-18T05:44:25.002000Z,3875,27252,3898,66.0
15006,4.1685,2026-08-18T05:44:55.002000Z,3875,27282,3901,66.0
15036,4.1768,2026-08-18T05:45:25.002000Z,3875,27312,3897,65.8
15066,4.1851,2026-08-18T05:45:55.002000Z,3875,27342,3897,65.8
15096,4.1935,2026-08-18T05:46:25.002000Z,3875,27372,3898,65.8
15126,4.2018,2026-08-18T05:46:55.003000Z,3875,27402,3897,65.7
15156,4.2101,2026-08-18T05:47:25.003000Z,3875,27432,3897,65.7
15186,4.2185,2026-08-18T05:47:55.003000Z,3875,27462,3897,65.7
15216,4.2268,2026-08-18T05:48:25.003000Z,3875,27492,3896,65.5
15246,4.2351,2026-08-18T05:48:55.003000Z,3871,27522,3896,65.5
15276,4.2435,2026-08-18T05:49:25.003000Z,3871,27552,3896,65.5
15306,4.2518,2026-08-18T05:49:55.003000Z,3875,27582,3895,65.5
15336,4.2601,2026-08-18T05:50:25.003000Z,3871,27612,3895,65.4
15366,4.2685,2026-08-18T05:50:55.003000Z,3871,27642,3895,65.4
15396,4.2768,2026-08-18T05:51:25.004000Z,3871,27672,3895,65.4
15426,4.2851,2026-08-18T05:51:55.004000Z,3871,27702,3895,65.4
15456,4.2935,2026-08-18T05:52:25.004000Z,3871,27732,3895,65.2
15486,4.3018,2026-08-18T05:52:55.005000Z,3871,27762,3895,65.2
15516,4.3101,2026-08-18T05:53:25.005000Z,3871,27792,3895,65.2
15546,4.3185,2026-08-18T05:53:55.005000Z,3871,27822,3893,65.1
15576,4.3268,2026-08-18T05:54:25.005000Z,3871,27852,3893,65.1
15606,4.3351,2026-08-18T05:54:55.005000Z,3866,27882,3893,65.1
15636,4.3435,2026-08-18T05:55:25.005000Z,3871,27912,3892,65.1
15666,4.3518,2026-08-18T05:55:55.005000Z,3871,27942,3891,64.9
15696,4.3601,2026-08-18T05:56:25.006000Z,3871,27972,3891,64.9
15726,4.3685,2026-08-18T05:56:55.006000Z,3871,28002,3893,64.9
15756,4.3768,2026-08-18T05:57:25.006000Z,3866,28032,3890,64.9
15786,4.3851,2026-08-18T05:57:55.006000Z,3866,28062,3890,64.8
15816,4.3935,2026-08-18T05:58:25.006000Z,3866,28092,3890,64.8
15846,4.4018,2026-08-18T05:58:55.006000Z,3866,28122,3887,64.8
15876,4.4101,2026-08-18T05:59:25.006000Z,3866,28152,3887,64.6
15906,4.4185,2026-08-18T05:59:55.007000Z,3866,28182,3890,64.6
15936,4.4268,2026-08-18T06:00:25.007000Z,3866,28212,3888,64.6
15966,4.4351,2026-08-18T06:00:55.007000Z,3866,28242,3888,64.6
15996,4.4435,2026-08-18T06:01:25.007000Z,3866,28272,3886,64.5
16026,4.4518,2026-08-18T06:01:55.007000Z,3866,28302,3887,64.5
16056,4.4601,2026-08-18T06:02:25.008000Z,3866,28332,3887,64.5
16086,4.4685,2026-08-18T06:02:55.007000Z,3866,28362,3886,64.4
16116,4.4768,2026-08-18T06:03:25.007000Z,3861,28392,3885,64.4
16146,4.4851,2026-08-18T06:03:55.008000Z,3866,28422,3885,64.4
16176,4.4935,2026-08-18T06:04:25.008000Z,3861,28452,3885,64.2
16206,4.5018,2026-08-18T06:04:55.008000Z,3861,28482,3885,64.2
16236,4.5101,2026-08-18T06:05:25.008000Z,3861,28512,3885,64.2
16266,4.5185,2026-08-18T06:05:55.009000Z,3861,28542,3886,64.2
16296,4.5268,2026-08-18T06:06:25.008000Z,3866,28572,3880,64.1
16326,4.5351,2026-08-18T06:06:55.009000Z,3861,28602,3880,64.1
16356,4.5435,2026-08-18T06:07:25.009000Z,3861,28632,3883,64.1
16386,4.5518,2026-08-18T06:07:55.009000Z,3861,28662,3885,63.9
16416,4.5601,2026-08-18T06:08:25.010000Z,3861,28692,3885,63.9
16446,4.5685,2026-08-18T06:08:55.010000Z,3861,28722,3883,63.9
16476,4.5768,2026-08-18T06:09:25.010000Z,3861,28752,3883,63.9
16506,4.5851,2026-08-18T06:09:55.010000Z,3861,28782,3883,63.8
16536,4.5935,2026-08-18T06:10:25.010000Z,3861,28812,3882,63.8
16566,4.6018,2026-08-18T06:10:55.010000Z,3861,28842,3880,63.8
16596,4.6101,2026-08-18T06:11:25.011000Z,3856,28872,3880,63.6
16626,4.6185,2026-08-18T06:11:55.011000Z,3856,28902,3880,63.6
16656,4.6268,2026-08-18T06:12:25.011000Z,3856,28932,3880,63.6
16686,4.6351,2026-08-18T06:12:55.011000Z,3856,28962,3880,63.6
16716,4.6435,2026-08-18T06:13:25.012000Z,3856,28992,3880,63.5
16746,4.6518,2026-08-18T06:13:55.011000Z,3851,29022,3877,63.5
16776,4.6601,2026-08-18T06:14:25.012000Z,3856,29052,3877,63.5
16806,4.6685,2026-08-18T06:14:55.011000Z,3856,29082,3877,63.3
16836,4.6768,2026-08-18T06:15:25.012000Z,3856,29112,3878,63.3
16866,4.6851,2026-08-18T06:15:55.012000Z,3851,29142,3878,63.3
16896,4.6935,2026-08-18T06:16:25.012000Z,3851,29172,3878,63.3
16928,4.7024,2026-08-18T06:16:57.190000Z,3851,29204,3877,63.2
16958,4.7107,2026-08-18T06:17:27.191000Z,3851,29234,3877,63.2
16988,4.7191,2026-08-18T06:17:57.190000Z,3846,29264,3877,63.2
17020,4.7278,2026-08-18T06:18:28.690000Z,3851,29294,3877,63.2
17050,4.7362,2026-08-18T06:18:58.691000Z,3851,29324,3877,63.1
17080,4.7445,2026-08-18T06:19:28.691000Z,3856,29354,3877,63.1
17110,4.7528,2026-08-18T06:19:58.691000Z,3851,29384,3872,63.1
17140,4.7612,2026-08-18T06:20:28.691000Z,3851,29414,3872,62.9
17170,4.7695,2026-08-18T06:20:58.691000Z,3846,29444,3873,62.9
17200,4.7778,2026-08-18T06:21:28.691000Z,3851,29474,3873,62.9
17230,4.7862,2026-08-18T06:21:58.692000Z,3851,29504,3873,62.9
17260,4.7945,2026-08-18T06:22:28.692000Z,3851,29534,3872,62.8
17290,4.8028,2026-08-18T06:22:58.692000Z,3851,29564,3872,62.8
17320,4.8112,2026-08-18T06:23:28.692000Z,3846,29594,3872,62.8
17350,4.8195,2026-08-18T06:23:58.692000Z,3846,29624,3873,62.6
17380,4.8278,2026-08-18T06:24:28.693000Z,3846,29654,3870,62.6
17410,4.8362,2026-08-18T06:24:58.693000Z,3851,29684,3870,62.6
17440,4.8445,2026-08-18T06:25:28.693000Z,3846,29714,3871,62.6
17470,4.8528,2026-08-18T06:25:58.693000Z,3846,29744,3871,62.5
17500,4.8612,2026-08-18T06:26:28.693000Z,3846,29774,3871,62.5
17530,4.8695,2026-08-18T06:26:58.693000Z,3846,29804,3871,62.5
17560,4.8778,2026-08-18T06:27:28.694000Z,3846,29834,3868,62.3
17590,4.8862,2026-08-18T06:27:58.694000Z,3846,29864,3868,62.3
17620,4.8945,2026-08-18T06:28:28.694000Z,3846,29894,3870,62.3
17650,4.9028,2026-08-18T06:28:58.694000Z,3846,29924,3870,62.3
17680,4.9112,2026-08-18T06:29:28.694000Z,3846,29954,3870,62.2
17710,4.9195,2026-08-18T06:29:58.695000Z,3846,29984,3868,62.2
17740,4.9278,2026-08-18T06:30:28.694000Z,3846,30014,3867,62.2
17770,4.9362,2026-08-18T06:30:58.695000Z,3846,30044,3867,62.2
17800,4.9445,2026-08-18T06:31:28.695000Z,3846,30074,3867,62.0
17830,4.9528,2026-08-18T06:31:58.695000Z,3846,30104,3866,62.0
17860,4.9612,2026-08-18T06:32:28.695000Z,3846,30134,3866,62.0
17890,4.9695,2026-08-18T06:32:58.696000Z,3846,30164,3868,61.9
17920,4.9778,2026-08-18T06:33:28.695000Z,3841,30194,3863,61.9
17950,4.9862,2026-08-18T06:33:58.696000Z,3846,30224,3863,61.9
17980,4.9945,2026-08-18T06:34:28.696000Z,3846,30254,3866,61.9
18010,5.0028,2026-08-18T06:34:58.696000Z,3846,30284,3863,61.8
18040,5.0112,2026-08-18T06:35:28.696000Z,3841,30314,3863,61.8
18070,5.0195,2026-08-18T06:35:58.697000Z,3836,30344,3865,61.8
18100,5.0278,2026-08-18T06:36:28.697000Z,3841,30374,3866,61.6
18130,5.0362,2026-08-18T06:36:58.697000Z,3841,30404,3866,61.6
18160,5.0445,2026-08-18T06:37:28.697000Z,3841,30434,3865,61.6
18190,5.0528,2026-08-18T06:37:58.697000Z,3841,30464,3863,61.6
18220,5.0612,2026-08-18T06:38:28.697000Z,3841,30494,3863,61.6
18250,5.0695,2026-08-18T06:38:58.698000Z,3841,30524,3862,61.5
18280,5.0778,2026-08-18T06:39:28.698000Z,3841,30554,3862,61.5
18310,5.0862,2026-08-18T06:39:58.698000Z,3836,30584,3862,61.5
18340,5.0945,2026-08-18T06:40:28.698000Z,3841,30614,3857,61.3
18370,5.1028,2026-08-18T06:40:58.698000Z,3836,30644,3862,61.3
18400,5.1112,2026-08-18T06:41:28.698000Z,3841,30674,3862,61.3
18430,5.1195,2026-08-18T06:41:58.698000Z,3836,30704,3861,61.3
18460,5.1278,2026-08-18T06:42:28.698000Z,3836,30734,3858,61.3
18490,5.1362,2026-08-18T06:42:58.699000Z,3831,30764,3858,61.3
18520,5.1445,2026-08-18T06:43:28.699000Z,3831,30794,3860,61.3
18550,5.1528,2026-08-18T06:43:58.699000Z,3836,30824,3858,61.0
18580,5.1612,2026-08-18T06:44:28.700000Z,3836,30854,3858,61.0
18610,5.1695,2026-08-18T06:44:58.699000Z,3836,30884,3860,61.0
18640,5.1778,2026-08-18T06:45:28.699000Z,3836,30914,3857,61.0
18670,5.1862,2026-08-18T06:45:58.700000Z,3836,30944,3857,61.0
18700,5.1945,2026-08-18T06:46:28.700000Z,3836,30974,3857,61.0
18730,5.2028,2026-08-18T06:46:58.699000Z,3831,31004,3855,61.0
18760,5.2112,2026-08-18T06:47:28.700000Z,3826,31034,3855,60.7
18790,5.2195,2026-08-18T06:47:58.701000Z,3836,31064,3857,60.7
18820,5.2278,2026-08-18T06:48:28.700000Z,3831,31094,3853,60.7
18850,5.2362,2026-08-18T06:48:58.701000Z,3836,31124,3853,60.7
18880,5.2445,2026-08-18T06:49:28.700000Z,3836,31154,3856,60.7
18910,5.2528,2026-08-18T06:49:58.701000Z,3831,31184,3855,60.7
18940,5.2612,2026-08-18T06:50:28.701000Z,3831,31214,3855,60.4
18970,5.2695,2026-08-18T06:50:58.701000Z,3831,31244,3855,60.4
19000,5.2778,2026-08-18T06:51:28.702000Z,3831,31274,3853,60.4
19030,5.2862,2026-08-18T06:51:58.702000Z,3831,31304,3853,60.4
19060,5.2945,2026-08-18T06:52:28.702000Z,3831,31334,3852,60.4
19090,5.3028,2026-08-18T06:52:58.702000Z,3826,31364,3852,60.4
19120,5.3112,2026-08-18T06:53:28.702000Z,3826,31394,3852,60.4
19150,5.3195,2026-08-18T06:53:58.702000Z,3826,31424,3851,60.1
19180,5.3278,2026-08-18T06:54:28.702000Z,3826,31454,3852,60.1
19210,5.3362,2026-08-18T06:54:58.703000Z,3822,31484,3852,60.1
19240,5.3445,2026-08-18T06:55:28.703000Z,3826,31514,3852,60.1
19270,5.3528,2026-08-18T06:55:58.703000Z,3826,31544,3852,60.1
19300,5.3612,2026-08-18T06:56:28.704000Z,3826,31574,3852,60.1
19330,5.3695,2026-08-18T06:56:58.704000Z,3826,31604,3851,59.7
19360,5.3778,2026-08-18T06:57:28.704000Z,3826,31634,3850,59.7
19390,5.3862,2026-08-18T06:57:58.704000Z,3826,31664,3850,59.7
19420,5.3945,2026-08-18T06:58:28.704000Z,3826,31694,3850,59.7
19450,5.4028,2026-08-18T06:58:58.704000Z,3826,31724,3850,59.7
19480,5.4112,2026-08-18T06:59:28.704000Z,3826,31754,3850,59.7
19510,5.4195,2026-08-18T06:59:58.705000Z,3826,31784,3848,59.4
19540,5.4278,2026-08-18T07:00:28.705000Z,3826,31814,3847,59.4
19570,5.4362,2026-08-18T07:00:58.705000Z,3822,31844,3847,59.4
19600,5.4445,2026-08-18T07:01:28.705000Z,3822,31874,3847,59.4
19630,5.4528,2026-08-18T07:01:58.705000Z,3826,31904,3847,59.4
19660,5.4612,2026-08-18T07:02:28.705000Z,3822,31934,3847,59.4
19690,5.4695,2026-08-18T07:02:58.705000Z,3822,31964,3845,59.1
19720,5.4778,2026-08-18T07:03:28.705000Z,3826,31994,3846,59.1
19750,5.4862,2026-08-18T07:03:58.706000Z,3822,32024,3846,59.1
19780,5.4945,2026-08-18T07:04:28.706000Z,3822,32054,3845,59.1
19810,5.5028,2026-08-18T07:04:58.706000Z,3822,32084,3847,59.1
19840,5.5112,2026-08-18T07:05:28.706000Z,3817,32114,3847,58.8
19870,5.5195,2026-08-18T07:05:58.706000Z,3822,32144,3846,58.8
19900,5.5278,2026-08-18T07:06:28.707000Z,3812,32174,3840,58.8
19930,5.5362,2026-08-18T07:06:58.706000Z,3822,32204,3840,58.8
19960,5.5445,2026-08-18T07:07:28.706000Z,3822,32234,3842,58.8
19990,5.5528,2026-08-18T07:07:58.707000Z,3822,32264,3842,58.8
20020,5.5612,2026-08-18T07:08:28.707000Z,3822,32294,3842,58.5
20050,5.5695,2026-08-18T07:08:58.707000Z,3822,32324,3838,58.5
20080,5.5778,2026-08-18T07:09:28.707000Z,3822,32354,3842,58.5
20110,5.5862,2026-08-18T07:09:58.708000Z,3822,32384,3842,58.5
20140,5.5945,2026-08-18T07:10:28.709000Z,3822,32414,3843,58.5
20170,5.6028,2026-08-18T07:10:58.708000Z,3817,32444,3840,58.2
20200,5.6112,2026-08-18T07:11:28.708000Z,3822,32474,3840,58.2
20230,5.6195,2026-08-18T07:11:58.709000Z,3817,32504,3842,58.2
20260,5.6278,2026-08-18T07:12:28.709000Z,3817,32534,3841,58.2
20290,5.6362,2026-08-18T07:12:58.709000Z,3817,32564,3841,58.2
20320,5.6445,2026-08-18T07:13:28.709000Z,3817,32594,3840,57.8
20350,5.6528,2026-08-18T07:13:58.709000Z,3817,32624,3836,57.8
20380,5.6612,2026-08-18T07:14:28.709000Z,3817,32654,3836,57.8
20410,5.6695,2026-08-18T07:14:58.709000Z,3812,32684,3840,57.8
20440,5.6778,2026-08-18T07:15:28.710000Z,3817,32714,3836,57.8
20470,5.6862,2026-08-18T07:15:58.710000Z,3817,32744,3836,57.5
20500,5.6945,2026-08-18T07:16:28.710000Z,3817,32774,3838,57.5
20530,5.7028,2026-08-18T07:16:58.710000Z,3817,32804,3838,57.5
20560,5.7112,2026-08-18T07:17:28.710000Z,3802,32834,3838,57.5
20590,5.7195,2026-08-18T07:17:58.710000Z,3817,32864,3837,57.5
20620,5.7278,2026-08-18T07:18:28.710000Z,3802,32894,3838,57.2
20650,5.7362,2026-08-18T07:18:58.711000Z,3812,32924,3838,57.2
20680,5.7445,2026-08-18T07:19:28.711000Z,3817,32954,3836,57.2
20710,5.7528,2026-08-18T07:19:58.711000Z,3817,32984,3837,57.2
20740,5.7612,2026-08-18T07:20:28.711000Z,3812,33014,3837,57.2
20770,5.7695,2026-08-18T07:20:58.711000Z,3812,33044,3835,57.2
20800,5.7778,2026-08-18T07:21:28.712000Z,3807,33074,3835,56.9
20830,5.7862,2026-08-18T07:21:58.712000Z,3812,33104,3835,56.9
20860,5.7945,2026-08-18T07:22:28.711000Z,3807,33134,3833,56.9
20890,5.8028,2026-08-18T07:22:58.712000Z,3807,33164,3835,56.9
20920,5.8112,2026-08-18T07:23:28.712000Z,3812,33194,3835,56.9
20950,5.8195,2026-08-18T07:23:58.712000Z,3802,33224,3832,56.6
20980,5.8278,2026-08-18T07:24:28.713000Z,3802,33254,3833,56.6
21010,5.8362,2026-08-18T07:24:58.713000Z,3807,33284,3833,56.6
21040,5.8445,2026-08-18T07:25:28.713000Z,3807,33314,3832,56.6
21070,5.8528,2026-08-18T07:25:58.713000Z,3802,33344,3832,56.6
21100,5.8612,2026-08-18T07:26:28.713000Z,3802,33374,3832,56.3
21130,5.8695,2026-08-18T07:26:58.713000Z,3802,33404,3831,56.3
21160,5.8778,2026-08-18T07:27:28.713000Z,3802,33434,3830,56.3
21190,5.8862,2026-08-18T07:27:58.714000Z,3802,33464,3830,56.3
21220,5.8945,2026-08-18T07:28:28.714000Z,3802,33494,3832,56.3
21250,5.9028,2026-08-18T07:28:58.714000Z,3802,33524,3830,55.9
21280,5.9112,2026-08-18T07:29:28.714000Z,3802,33554,3830,55.9
21310,5.9195,2026-08-18T07:29:58.714000Z,3802,33584,3830,55.9
21340,5.9278,2026-08-18T07:30:28.714000Z,3802,33614,3830,55.9
21370,5.9362,2026-08-18T07:30:58.715000Z,3802,33644,3830,55.9
21400,5.9445,2026-08-18T07:31:28.715000Z,3802,33674,3830,55.6
21430,5.9528,2026-08-18T07:31:58.715000Z,3802,33704,3828,55.6
21460,5.9612,2026-08-18T07:32:28.715000Z,3802,33734,3828,55.6
